time,model_id,model_name,port_name,data
0.000664231,234,(18,7),,-1
0.000664231,237,(18,13),,1
0.000664231,243,(22,6),,-1
0.000664231,244,(16,8),,-1
0.000664231,258,(21,7),,-1
0.000664231,302,(15,6),,-1
0.000664231,310,(19,14),,-1
0.000664231,332,(17,13),,1
0.000664231,376,(17,6),,-1
0.000664231,381,(23,14),,-1
0.000664231,382,(19,10),outputNeighborhood,1
0.000664231,382,(19,10),,1
0.000664231,405,(21,8),,-1
0.000664231,417,(17,11),,1
0.000664231,419,(19,7),,-1
0.000664231,423,(19,9),,-1
0.000664231,425,(20,6),,-1
0.000664231,436,(16,7),,-1
0.000664231,451,(21,13),,-1
0.000664231,457,(18,8),,-1
0.000664231,468,(17,8),,-1
0.000664231,481,(16,14),,1
0.000664231,504,(16,9),,-1
0.000664231,528,(15,9),,-1
0.000664231,533,(17,9),,-1
0.000664231,534,(18,9),,-1
0.000664231,535,(20,9),,1
0.000664231,536,(23,9),,1
0.000664231,545,(19,11),,1
0.000664231,557,(15,14),,1
0.000664231,566,(15,10),,-1
0.000664231,569,(16,10),,-1
0.000664231,570,(17,10),,-1
0.000664231,571,(18,10),,1
0.000664231,575,(22,10),,1
0.000664231,576,(23,10),,1
0.000664231,600,(21,10),,1
0.000664231,607,(15,11),,-1
0.000664231,609,(21,11),,1
0.000664231,611,(18,11),,1
0.000664231,613,(20,11),,1
0.000664231,615,(22,11),,1
0.000664231,616,(23,11),,1
0.000664231,618,(18,14),,-1
0.000664231,625,(21,9),,1
0.000664231,636,(15,12),,1
0.000664231,638,(16,12),,1
0.000664231,640,(17,12),,1
0.000664231,643,(18,12),,1
0.000664231,646,(19,12),,1
0.000664231,647,(21,12),,1
0.000664231,648,(22,12),,-1
0.000664231,650,(23,12),,-1
0.000664231,675,(15,13),,1
0.000664231,677,(16,13),,1
0.000664231,679,(20,13),,-1
0.000664231,680,(23,7),,-1
0.000664231,681,(22,13),,-1
0.000664231,683,(23,13),,-1
0.000664231,691,(22,9),,1
0.000664231,700,(20,10),,1
0.000664231,710,(20,14),,-1
0.000664231,711,(21,14),,-1
0.000664231,712,(22,14),,-1
0.000664231,717,(21,6),,-1
0.000664231,732,(20,12),,1
0.000664231,756,(23,6),,-1
0.0013202,151,(11,8),,-1
0.0013202,154,(10,8),,-1
0.0013202,157,(6,8),,-1
0.0013202,159,(5,8),,-1
0.0013202,166,(3,3),,-1
0.0013202,180,(10,7),,-1
0.0013202,183,(5,7),,-1
0.0013202,186,(4,7),,-1
0.0013202,192,(9,8),,-1
0.0013202,199,(10,6),,-1
0.0013202,203,(9,6),,-1
0.0013202,207,(8,6),,-1
0.0013202,208,(7,6),,-1
0.0013202,212,(4,6),,-1
0.0013202,213,(11,5),,-1
0.0013202,230,(8,3),,-1
0.0013202,235,(3,6),,-1
0.0013202,236,(11,1),,-1
0.0013202,246,(10,5),,-1
0.0013202,249,(9,5),,-1
0.0013202,250,(7,5),,-1
0.0013202,253,(4,5),,-1
0.0013202,256,(3,5),,-1
0.0013202,257,(3,0),,-1
0.0013202,275,(9,2),,-1
0.0013202,280,(4,8),,-1
0.0013202,295,(8,8),,-1
0.0013202,301,(11,6),,-1
0.0013202,305,(10,1),,-1
0.0013202,313,(3,8),,-1
0.0013202,318,(11,7),,-1
0.0013202,320,(10,4),,-1
0.0013202,321,(4,3),,-1
0.0013202,325,(7,1),,-1
0.0013202,330,(4,0),,-1
0.0013202,335,(10,3),,-1
0.0013202,338,(8,0),,-1
0.0013202,348,(6,6),,-1
0.0013202,351,(9,1),,-1
0.0013202,353,(5,1),,-1
0.0013202,366,(3,2),,-1
0.0013202,369,(8,1),,-1
0.0013202,372,(7,2),,-1
0.0013202,373,(9,4),,-1
0.0013202,380,(11,2),,-1
0.0013202,383,(8,5),,-1
0.0013202,384,(9,0),,-1
0.0013202,385,(6,7),,-1
0.0013202,389,(7,8),,-1
0.0013202,391,(6,4),,-1
0.0013202,392,(8,4),,-1
0.0013202,407,(10,0),,-1
0.0013202,412,(10,2),,-1
0.0013202,420,(7,0),,-1
0.0013202,424,(3,4),,-1
0.0013202,428,(4,1),,-1
0.0013202,433,(3,1),,-1
0.0013202,434,(5,2),,-1
0.0013202,438,(5,6),,-1
0.0013202,441,(6,2),,-1
0.0013202,453,(8,2),,-1
0.0013202,467,(9,3),,-1
0.0013202,472,(3,7),,-1
0.0013202,477,(11,3),,-1
0.0013202,485,(5,3),,-1
0.0013202,491,(7,7),,-1
0.0013202,493,(11,4),,-1
0.0013202,501,(6,5),,-1
0.0013202,509,(5,4),,-1
0.0013202,515,(6,0),,-1
0.0013202,518,(7,4),outputNeighborhood,-1
0.0013202,518,(7,4),,-1
0.0013202,524,(4,2),,-1
0.0013202,531,(8,7),,-1
0.0013202,604,(5,0),,-1
0.0013202,622,(5,5),,-1
0.0013202,624,(7,3),,-1
0.0013202,629,(9,7),,-1
0.0013202,667,(4,4),,-1
0.0013202,720,(11,0),,-1
0.0013202,724,(6,1),,-1
0.0013202,755,(6,3),,-1
0.00257624,8,(15,27),,-1
0.00257624,9,(11,27),,-1
0.00257624,10,(8,27),,-1
0.00257624,11,(7,27),,-1
0.00257624,18,(15,26),,-1
0.00257624,19,(14,26),,-1
0.00257624,20,(11,26),outputNeighborhood,-1
0.00257624,20,(11,26),,-1
0.00257624,21,(9,26),,-1
0.00257624,22,(8,26),,-1
0.00257624,25,(9,27),,-1
0.00257624,32,(15,25),,-1
0.00257624,33,(14,25),,-1
0.00257624,34,(12,25),,-1
0.00257624,35,(11,25),,-1
0.00257624,36,(9,25),,-1
0.00257624,48,(15,24),,-1
0.00257624,49,(14,24),,-1
0.00257624,50,(11,24),,-1
0.00257624,61,(15,23),,-1
0.00257624,62,(13,23),,-1
0.00257624,63,(12,23),,-1
0.00257624,64,(10,23),,-1
0.00257624,65,(7,23),,-1
0.00257624,75,(8,23),,-1
0.00257624,80,(14,22),,-1
0.00257624,81,(13,22),,-1
0.00257624,83,(12,22),,-1
0.00257624,84,(10,22),,-1
0.00257624,85,(9,22),,-1
0.00257624,86,(8,22),,-1
0.00257624,122,(9,23),,-1
0.00257624,137,(7,26),,-1
0.00257624,223,(9,24),,-1
0.00257624,225,(11,23),,-1
0.00257624,241,(11,22),,-1
0.00257624,274,(12,24),,-1
0.00257624,337,(7,24),,-1
0.00257624,368,(7,22),,-1
0.00257624,377,(8,25),,-1
0.00257624,426,(14,27),,-1
0.00257624,464,(13,25),,-1
0.00257624,510,(15,22),,-1
0.00257624,549,(10,27),,-1
0.00257624,572,(14,23),,-1
0.00257624,592,(10,24),,-1
0.00257624,594,(10,25),,-1
0.00257624,606,(13,24),,-1
0.00257624,619,(10,26),,-1
0.00257624,658,(8,24),,-1
0.00257624,663,(13,26),,-1
0.00257624,670,(13,27),,-1
0.00257624,673,(12,27),,-1
0.00257624,682,(7,25),,-1
0.00257624,747,(12,26),,-1
0.00509645,32,(15,25),,-1
0.00509645,33,(14,25),,-1
0.00509645,34,(12,25),,-1
0.00509645,35,(11,25),,-1
0.00509645,36,(9,25),,-1
0.00509645,48,(15,24),,-1
0.00509645,49,(14,24),,-1
0.00509645,50,(11,24),,-1
0.00509645,61,(15,23),,-1
0.00509645,62,(13,23),,-1
0.00509645,63,(12,23),,-1
0.00509645,64,(10,23),,-1
0.00509645,65,(7,23),,-1
0.00509645,75,(8,23),,-1
0.00509645,80,(14,22),,-1
0.00509645,81,(13,22),,-1
0.00509645,83,(12,22),,-1
0.00509645,84,(10,22),,-1
0.00509645,85,(9,22),,-1
0.00509645,86,(8,22),,-1
0.00509645,96,(15,21),,-1
0.00509645,97,(14,21),,-1
0.00509645,98,(13,21),,-1
0.00509645,99,(10,21),,-1
0.00509645,100,(7,21),,-1
0.00509645,115,(14,20),,-1
0.00509645,117,(12,20),,-1
0.00509645,118,(10,20),,-1
0.00509645,119,(8,20),,-1
0.00509645,122,(9,23),,-1
0.00509645,135,(13,19),,-1
0.00509645,136,(12,19),,-1
0.00509645,138,(11,19),,-1
0.00509645,139,(9,19),,-1
0.00509645,142,(8,17),,1
0.00509645,195,(9,21),,-1
0.00509645,205,(13,18),,-1
0.00509645,209,(7,19),,1
0.00509645,223,(9,24),,-1
0.00509645,225,(11,23),,-1
0.00509645,241,(11,22),,-1
0.00509645,242,(11,21),outputNeighborhood,-1
0.00509645,242,(11,21),,-1
0.00509645,274,(12,24),,-1
0.00509645,303,(11,20),,-1
0.00509645,319,(15,18),,-1
0.00509645,336,(9,17),,1
0.00509645,337,(7,24),,-1
0.00509645,363,(8,19),,1
0.00509645,368,(7,22),,-1
0.00509645,370,(12,17),,-1
0.00509645,371,(7,20),,1
0.00509645,377,(8,25),,-1
0.00509645,409,(12,18),,-1
0.00509645,413,(15,19),,-1
0.00509645,432,(10,18),,1
0.00509645,444,(13,20),,-1
0.00509645,464,(13,25),,-1
0.00509645,510,(15,22),,-1
0.00509645,520,(14,19),,-1
0.00509645,551,(13,17),,-1
0.00509645,558,(8,21),,-1
0.00509645,572,(14,23),,-1
0.00509645,581,(9,20),,-1
0.00509645,592,(10,24),,-1
0.00509645,594,(10,25),,-1
0.00509645,598,(14,17),,-1
0.00509645,603,(10,19),,-1
0.00509645,606,(13,24),,-1
0.00509645,637,(12,21),,-1
0.00509645,658,(8,24),,-1
0.00509645,682,(7,25),,-1
0.00509645,742,(7,18),,1
0.00509645,757,(7,17),,-1
0.00509645,758,(9,18),,1
0.00509645,759,(10,17),,1
0.00509645,761,(11,17),,1
0.00509645,762,(15,17),,-1
0.00509645,774,(8,18),,1
0.00509645,777,(11,18),,-1
0.00509645,778,(14,18),,-1
0.00509645,780,(15,20),,-1
0.00743262,10,(8,27),,-1
0.00743262,11,(7,27),,-1
0.00743262,12,(6,27),,-1
0.00743262,13,(1,27),,-1
0.00743262,22,(8,26),,-1
0.00743262,23,(4,26),,-1
0.00743262,24,(3,26),,-1
0.00743262,26,(0,26),,-1
0.00743262,37,(6,25),,-1
0.00743262,38,(5,25),,-1
0.00743262,39,(4,25),,-1
0.00743262,40,(3,25),,-1
0.00743262,41,(1,25),,-1
0.00743262,51,(1,24),,-1
0.00743262,65,(7,23),,-1
0.00743262,66,(6,23),,-1
0.00743262,67,(5,23),,-1
0.00743262,68,(4,23),outputNeighborhood,1
0.00743262,68,(4,23),,-1
0.00743262,69,(2,23),,-1
0.00743262,71,(1,23),,-1
0.00743262,75,(8,23),,-1
0.00743262,82,(5,27),,-1
0.00743262,86,(8,22),,-1
0.00743262,87,(4,22),,-1
0.00743262,88,(3,22),,-1
0.00743262,89,(2,22),,-1
0.00743262,90,(1,22),,-1
0.00743262,92,(0,24),,-1
0.00743262,100,(7,21),,-1
0.00743262,101,(6,21),,-1
0.00743262,103,(5,21),,-1
0.00743262,104,(4,21),,-1
0.00743262,105,(0,21),,-1
0.00743262,108,(0,25),,-1
0.00743262,119,(8,20),,-1
0.00743262,120,(6,20),,1
0.00743262,123,(5,20),,1
0.00743262,124,(3,20),,-1
0.00743262,125,(2,20),,-1
0.00743262,126,(1,20),,-1
0.00743262,127,(0,20),,-1
0.00743262,130,(5,26),,-1
0.00743262,137,(7,26),,-1
0.00743262,160,(3,19),,-1
0.00743262,165,(2,25),,-1
0.00743262,170,(1,21),,-1
0.00743262,184,(6,22),,-1
0.00743262,209,(7,19),,1
0.00743262,217,(2,27),,-1
0.00743262,276,(4,27),,-1
0.00743262,283,(4,24),,-1
0.00743262,292,(0,27),,-1
0.00743262,312,(6,24),,-1
0.00743262,337,(7,24),,-1
0.00743262,363,(8,19),,1
0.00743262,368,(7,22),,-1
0.00743262,371,(7,20),,1
0.00743262,377,(8,25),,-1
0.00743262,411,(4,20),,-1
0.00743262,415,(6,26),,-1
0.00743262,448,(5,24),,-1
0.00743262,479,(2,24),,-1
0.00743262,489,(3,27),,-1
0.00743262,492,(4,19),,-1
0.00743262,497,(2,19),,-1
0.00743262,499,(5,22),,-1
0.00743262,511,(3,21),,-1
0.00743262,553,(0,23),,-1
0.00743262,558,(8,21),,-1
0.00743262,602,(2,21),,-1
0.00743262,608,(1,26),,-1
0.00743262,639,(0,22),,-1
0.00743262,651,(3,23),,-1
0.00743262,658,(8,24),,-1
0.00743262,682,(7,25),,-1
0.00743262,728,(3,24),,-1
0.00743262,745,(2,26),,-1
0.00743262,776,(1,19),,-1
0.00743262,781,(0,19),,-1
0.00743262,783,(5,19),,1
0.00743262,784,(6,19),,1
0.00978366,115,(14,20),,-1
0.00978366,117,(12,20),,-1
0.00978366,118,(10,20),,-1
0.00978366,119,(8,20),,-1
0.00978366,135,(13,19),,-1
0.00978366,136,(12,19),,-1
0.00978366,138,(11,19),,-1
0.00978366,139,(9,19),,-1
0.00978366,142,(8,17),,1
0.00978366,185,(8,14),,-1
0.00978366,204,(10,15),,1
0.00978366,205,(13,18),,-1
0.00978366,209,(7,19),,1
0.00978366,224,(10,12),,-1
0.00978366,228,(13,16),,1
0.00978366,240,(10,16),,1
0.00978366,252,(13,13),,-1
0.00978366,303,(11,20),,-1
0.00978366,309,(7,14),,-1
0.00978366,319,(15,18),,-1
0.00978366,322,(11,16),outputNeighborhood,1
0.00978366,322,(11,16),,1
0.00978366,326,(15,16),,-1
0.00978366,331,(14,12),,-1
0.00978366,336,(9,17),,1
0.00978366,360,(7,16),,-1
0.00978366,363,(8,19),,1
0.00978366,370,(12,17),,-1
0.00978366,371,(7,20),,1
0.00978366,374,(13,15),,1
0.00978366,375,(10,13),,-1
0.00978366,386,(14,16),,-1
0.00978366,401,(8,15),,-1
0.00978366,409,(12,18),,-1
0.00978366,413,(15,19),,-1
0.00978366,431,(15,15),,1
0.00978366,432,(10,18),,1
0.00978366,443,(12,15),,1
0.00978366,444,(13,20),,-1
0.00978366,445,(8,12),,-1
0.00978366,503,(9,13),,-1
0.00978366,512,(8,16),,-1
0.00978366,520,(14,19),,-1
0.00978366,521,(11,13),,-1
0.00978366,537,(13,12),,-1
0.00978366,551,(13,17),,-1
0.00978366,557,(15,14),,1
0.00978366,581,(9,20),,-1
0.00978366,590,(9,12),,-1
0.00978366,598,(14,17),,-1
0.00978366,603,(10,19),,-1
0.00978366,630,(13,14),,1
0.00978366,633,(11,15),,1
0.00978366,634,(7,12),,-1
0.00978366,635,(12,12),,-1
0.00978366,636,(15,12),,1
0.00978366,671,(7,13),,-1
0.00978366,672,(8,13),,-1
0.00978366,674,(12,13),,-1
0.00978366,675,(15,13),,1
0.00978366,687,(11,12),,-1
0.00978366,697,(9,14),,-1
0.00978366,698,(10,14),,-1
0.00978366,704,(11,14),,-1
0.00978366,706,(12,14),,1
0.00978366,707,(14,14),,1
0.00978366,709,(7,15),,-1
0.00978366,716,(9,15),,-1
0.00978366,718,(14,15),,1
0.00978366,737,(14,13),,1
0.00978366,739,(9,16),,1
0.00978366,742,(7,18),,1
0.00978366,743,(12,16),,1
0.00978366,757,(7,17),,-1
0.00978366,758,(9,18),,1
0.00978366,759,(10,17),,1
0.00978366,761,(11,17),,1
0.00978366,762,(15,17),,-1
0.00978366,774,(8,18),,1
0.00978366,777,(11,18),,-1
0.00978366,778,(14,18),,-1
0.00978366,780,(15,20),,-1
0.0101541,141,(27,8),,-1
0.0101541,143,(26,8),,-1
0.0101541,145,(24,8),,-1
0.0101541,150,(25,9),,-1
0.0101541,163,(27,7),,-1
0.0101541,164,(22,7),,-1
0.0101541,202,(23,8),,-1
0.0101541,216,(26,14),,-1
0.0101541,219,(22,8),,-1
0.0101541,282,(26,11),outputNeighborhood,1
0.0101541,282,(26,11),,-1
0.0101541,328,(25,8),,-1
0.0101541,342,(27,11),,-1
0.0101541,381,(23,14),,-1
0.0101541,403,(22,15),,-1
0.0101541,418,(24,7),,-1
0.0101541,437,(24,12),,-1
0.0101541,442,(25,12),,-1
0.0101541,514,(26,7),,-1
0.0101541,536,(23,9),,1
0.0101541,540,(27,15),,-1
0.0101541,541,(24,9),,1
0.0101541,542,(25,11),,-1
0.0101541,544,(26,9),,-1
0.0101541,575,(22,10),,1
0.0101541,576,(23,10),,1
0.0101541,578,(24,10),,1
0.0101541,579,(25,10),,-1
0.0101541,580,(26,10),,-1
0.0101541,583,(27,10),,-1
0.0101541,586,(27,13),,-1
0.0101541,615,(22,11),,1
0.0101541,616,(23,11),,1
0.0101541,617,(24,11),,-1
0.0101541,645,(25,14),,-1
0.0101541,648,(22,12),,-1
0.0101541,650,(23,12),,-1
0.0101541,653,(26,12),,-1
0.0101541,655,(27,12),,-1
0.0101541,660,(25,13),,-1
0.0101541,661,(27,9),,-1
0.0101541,665,(27,14),,-1
0.0101541,676,(25,7),,-1
0.0101541,678,(26,15),,-1
0.0101541,680,(23,7),,-1
0.0101541,681,(22,13),,-1
0.0101541,683,(23,13),,-1
0.0101541,689,(26,13),,-1
0.0101541,691,(22,9),,1
0.0101541,701,(23,15),,-1
0.0101541,712,(22,14),,-1
0.0101541,713,(24,14),,-1
0.0101541,727,(24,15),,-1
0.0101541,731,(25,15),,-1
0.0101541,760,(24,13),,-1
0.0104979,146,(25,0),,-1
0.0104979,162,(25,3),,-1
0.0104979,191,(17,2),,-1
0.0104979,200,(19,0),,-1
0.0104979,229,(23,5),,-1
0.0104979,231,(20,5),,-1
0.0104979,232,(18,5),,-1
0.0104979,233,(17,5),,-1
0.0104979,263,(24,4),,-1
0.0104979,264,(23,4),,-1
0.0104979,265,(21,4),,-1
0.0104979,266,(19,5),,-1
0.0104979,269,(22,5),,-1
0.0104979,271,(20,4),,-1
0.0104979,272,(18,4),,-1
0.0104979,281,(24,1),,-1
0.0104979,284,(23,1),,-1
0.0104979,289,(20,0),,-1
0.0104979,291,(17,1),,-1
0.0104979,296,(20,2),,-1
0.0104979,315,(20,1),,-1
0.0104979,324,(24,0),,-1
0.0104979,334,(19,1),,-1
0.0104979,343,(25,1),,-1
0.0104979,345,(17,4),,-1
0.0104979,349,(21,5),,-1
0.0104979,358,(24,3),,-1
0.0104979,359,(24,2),,-1
0.0104979,388,(25,4),,-1
0.0104979,390,(19,4),,-1
0.0104979,396,(21,0),,-1
0.0104979,400,(24,5),,-1
0.0104979,408,(19,2),,-1
0.0104979,414,(22,0),,-1
0.0104979,421,(23,0),,-1
0.0104979,422,(25,2),,-1
0.0104979,461,(21,2),,-1
0.0104979,463,(22,2),,-1
0.0104979,466,(23,2),,-1
0.0104979,469,(22,1),,-1
0.0104979,470,(22,3),,-1
0.0104979,482,(17,3),,-1
0.0104979,486,(21,3),,-1
0.0104979,496,(23,3),,-1
0.0104979,505,(18,3),,-1
0.0104979,506,(19,3),,-1
0.0104979,516,(18,2),,-1
0.0104979,530,(18,0),,-1
0.0104979,664,(22,4),,-1
0.0104979,693,(20,3),,-1
0.0104979,702,(18,1),,-1
0.0104979,705,(21,1),outputNeighborhood,-1
0.0104979,705,(21,1),,-1
0.0104979,725,(17,0),,-1
0.0104979,734,(25,5),,-1
0.0143628,260,(2,18),,-1
0.0143628,329,(1,15),,-1
0.0143628,347,(1,17),,-1
0.0143628,352,(0,12),,-1
0.0143628,355,(0,18),,-1
0.0143628,365,(2,16),,-1
0.0143628,406,(2,17),,-1
0.0143628,410,(0,13),,-1
0.0143628,439,(3,15),,-1
0.0143628,446,(4,17),,-1
0.0143628,455,(4,11),,-1
0.0143628,484,(2,12),,-1
0.0143628,526,(1,18),,-1
0.0143628,546,(0,10),,-1
0.0143628,547,(1,10),,-1
0.0143628,548,(2,10),,-1
0.0143628,550,(1,14),,-1
0.0143628,552,(3,10),,-1
0.0143628,554,(4,10),,-1
0.0143628,574,(3,16),,-1
0.0143628,577,(2,15),,-1
0.0143628,584,(0,11),,-1
0.0143628,585,(1,11),,-1
0.0143628,587,(2,11),,-1
0.0143628,588,(3,11),,-1
0.0143628,621,(3,12),,-1
0.0143628,623,(4,12),,-1
0.0143628,656,(1,13),,-1
0.0143628,657,(2,13),,-1
0.0143628,659,(1,12),,-1
0.0143628,662,(3,13),,-1
0.0143628,666,(2,14),,-1
0.0143628,668,(4,13),,-1
0.0143628,685,(4,18),,-1
0.0143628,690,(3,14),,-1
0.0143628,692,(4,14),,-1
0.0143628,715,(4,15),,-1
0.0143628,723,(4,16),,-1
0.0143628,730,(0,17),,-1
0.0143628,733,(0,16),,-1
0.0143628,735,(1,16),,-1
0.0143628,750,(0,14),outputNeighborhood,1
0.0143628,750,(0,14),,-1
0.0143628,753,(3,17),,-1
0.0143628,768,(0,15),,-1
0.0143628,771,(3,18),,-1
0.0176738,5,(21,27),,-1
0.0176738,6,(19,27),,-1
0.0176738,7,(16,27),,-1
0.0176738,8,(15,27),,-1
0.0176738,16,(22,26),,-1
0.0176738,17,(17,26),,-1
0.0176738,18,(15,26),,-1
0.0176738,19,(14,26),,-1
0.0176738,27,(22,25),,-1
0.0176738,28,(21,25),,-1
0.0176738,29,(20,25),,-1
0.0176738,30,(19,25),,-1
0.0176738,31,(17,25),,-1
0.0176738,32,(15,25),,-1
0.0176738,33,(14,25),,-1
0.0176738,45,(20,24),,-1
0.0176738,46,(18,24),,-1
0.0176738,47,(17,24),,-1
0.0176738,48,(15,24),,-1
0.0176738,49,(14,24),,-1
0.0176738,56,(22,23),,-1
0.0176738,57,(20,23),,-1
0.0176738,58,(18,23),,-1
0.0176738,59,(17,23),,-1
0.0176738,60,(16,23),,-1
0.0176738,61,(15,23),,-1
0.0176738,76,(22,22),,-1
0.0176738,77,(19,22),,-1
0.0176738,78,(18,22),,-1
0.0176738,79,(17,22),,-1
0.0176738,80,(14,22),,-1
0.0176738,121,(22,27),,-1
0.0176738,147,(16,24),,-1
0.0176738,167,(20,27),,-1
0.0176738,175,(19,26),,-1
0.0176738,188,(21,22),,-1
0.0176738,211,(18,26),outputNeighborhood,1
0.0176738,211,(18,26),,-1
0.0176738,221,(16,26),,-1
0.0176738,277,(21,26),,-1
0.0176738,288,(18,25),,-1
0.0176738,297,(19,24),,-1
0.0176738,316,(16,25),,-1
0.0176738,350,(18,27),,-1
0.0176738,426,(14,27),,-1
0.0176738,429,(21,24),,-1
0.0176738,435,(17,27),,-1
0.0176738,510,(15,22),,-1
0.0176738,543,(20,26),,-1
0.0176738,572,(14,23),,-1
0.0176738,614,(19,23),,-1
0.0176738,620,(22,24),,-1
0.0176738,729,(16,22),,-1
0.0176738,766,(21,23),,-1
0.0176738,782,(20,22),,-1
0.0181804,166,(3,3),,-1
0.0181804,210,(1,5),,-1
0.0181804,212,(4,6),,-1
0.0181804,235,(3,6),,-1
0.0181804,239,(2,0),,-1
0.0181804,253,(4,5),,-1
0.0181804,256,(3,5),,-1
0.0181804,257,(3,0),,-1
0.0181804,273,(1,2),outputNeighborhood,-1
0.0181804,273,(1,2),,-1
0.0181804,279,(0,6),,-1
0.0181804,304,(0,2),,-1
0.0181804,321,(4,3),,-1
0.0181804,330,(4,0),,-1
0.0181804,346,(2,4),,-1
0.0181804,353,(5,1),,-1
0.0181804,357,(0,5),,-1
0.0181804,366,(3,2),,-1
0.0181804,395,(1,0),,-1
0.0181804,402,(1,6),,-1
0.0181804,424,(3,4),,-1
0.0181804,428,(4,1),,-1
0.0181804,433,(3,1),,-1
0.0181804,434,(5,2),,-1
0.0181804,438,(5,6),,-1
0.0181804,460,(2,5),,-1
0.0181804,473,(0,3),,-1
0.0181804,474,(2,6),,-1
0.0181804,476,(1,3),,-1
0.0181804,478,(2,3),,-1
0.0181804,483,(0,4),,-1
0.0181804,485,(5,3),,-1
0.0181804,498,(1,1),,-1
0.0181804,508,(1,4),,-1
0.0181804,509,(5,4),,-1
0.0181804,524,(4,2),,-1
0.0181804,604,(5,0),,-1
0.0181804,622,(5,5),,-1
0.0181804,632,(2,2),,-1
0.0181804,652,(2,1),,-1
0.0181804,667,(4,4),,-1
0.0181804,684,(0,0),,-1
0.0181804,686,(0,1),,-1
0.0203033,140,(3,9),outputNeighborhood,-1
0.0203033,140,(3,9),,-1
0.0203033,152,(6,9),,-1
0.0203033,157,(6,8),,-1
0.0203033,159,(5,8),,-1
0.0203033,161,(0,8),,-1
0.0203033,183,(5,7),,-1
0.0203033,186,(4,7),,-1
0.0203033,197,(0,7),,-1
0.0203033,208,(7,6),,-1
0.0203033,210,(1,5),,-1
0.0203033,212,(4,6),,-1
0.0203033,215,(6,11),,-1
0.0203033,235,(3,6),,-1
0.0203033,250,(7,5),,-1
0.0203033,253,(4,5),,-1
0.0203033,256,(3,5),,-1
0.0203033,262,(0,9),,-1
0.0203033,279,(0,6),,-1
0.0203033,280,(4,8),,-1
0.0203033,286,(2,7),,-1
0.0203033,313,(3,8),,-1
0.0203033,341,(1,9),,-1
0.0203033,348,(6,6),,-1
0.0203033,352,(0,12),,-1
0.0203033,357,(0,5),,-1
0.0203033,385,(6,7),,-1
0.0203033,389,(7,8),,-1
0.0203033,393,(7,9),,-1
0.0203033,402,(1,6),,-1
0.0203033,410,(0,13),,-1
0.0203033,438,(5,6),,-1
0.0203033,447,(4,9),,-1
0.0203033,449,(5,9),,-1
0.0203033,455,(4,11),,-1
0.0203033,456,(6,12),,-1
0.0203033,460,(2,5),,-1
0.0203033,472,(3,7),,-1
0.0203033,474,(2,6),,-1
0.0203033,475,(6,13),,-1
0.0203033,484,(2,12),,-1
0.0203033,491,(7,7),,-1
0.0203033,501,(6,5),,-1
0.0203033,546,(0,10),,-1
0.0203033,547,(1,10),,-1
0.0203033,548,(2,10),,-1
0.0203033,552,(3,10),,-1
0.0203033,554,(4,10),,-1
0.0203033,555,(5,10),,-1
0.0203033,556,(6,10),,-1
0.0203033,563,(7,10),,-1
0.0203033,584,(0,11),,-1
0.0203033,585,(1,11),,-1
0.0203033,587,(2,11),,-1
0.0203033,588,(3,11),,-1
0.0203033,589,(5,11),,-1
0.0203033,591,(7,11),,-1
0.0203033,621,(3,12),,-1
0.0203033,622,(5,5),,-1
0.0203033,623,(4,12),,-1
0.0203033,626,(5,12),,-1
0.0203033,628,(1,8),,-1
0.0203033,631,(2,9),,-1
0.0203033,634,(7,12),,-1
0.0203033,656,(1,13),,-1
0.0203033,657,(2,13),,-1
0.0203033,659,(1,12),,-1
0.0203033,662,(3,13),,-1
0.0203033,668,(4,13),,-1
0.0203033,669,(5,13),,-1
0.0203033,671,(7,13),,-1
0.0203033,695,(1,7),,-1
0.0203033,775,(2,8),,-1
0.020624,99,(10,21),,-1
0.020624,100,(7,21),,-1
0.020624,101,(6,21),,-1
0.020624,103,(5,21),,-1
0.020624,104,(4,21),,-1
0.020624,118,(10,20),,-1
0.020624,119,(8,20),,-1
0.020624,120,(6,20),,1
0.020624,123,(5,20),,1
0.020624,124,(3,20),,-1
0.020624,125,(2,20),,-1
0.020624,139,(9,19),,-1
0.020624,142,(8,17),,1
0.020624,160,(3,19),,-1
0.020624,185,(8,14),,-1
0.020624,195,(9,21),,-1
0.020624,204,(10,15),,1
0.020624,209,(7,19),,1
0.020624,240,(10,16),,1
0.020624,260,(2,18),,-1
0.020624,294,(6,16),,-1
0.020624,309,(7,14),,-1
0.020624,311,(6,17),outputNeighborhood,1
0.020624,311,(6,17),,-1
0.020624,336,(9,17),,1
0.020624,360,(7,16),,-1
0.020624,363,(8,19),,1
0.020624,365,(2,16),,-1
0.020624,371,(7,20),,1
0.020624,375,(10,13),,-1
0.020624,401,(8,15),,-1
0.020624,406,(2,17),,-1
0.020624,411,(4,20),,-1
0.020624,432,(10,18),,1
0.020624,439,(3,15),,-1
0.020624,446,(4,17),,-1
0.020624,475,(6,13),,-1
0.020624,492,(4,19),,-1
0.020624,497,(2,19),,-1
0.020624,503,(9,13),,-1
0.020624,511,(3,21),,-1
0.020624,512,(8,16),,-1
0.020624,532,(5,18),,-1
0.020624,558,(8,21),,-1
0.020624,574,(3,16),,-1
0.020624,577,(2,15),,-1
0.020624,581,(9,20),,-1
0.020624,602,(2,21),,-1
